cuisine,meal,full_name,ingredients,weights_g
Japanese Foods,Okra and Seaweed Salad,Okra and Seaweed Salad (Japanese Foods),Okra|Seaweed paper|Soy Sauce|Rice Vinegar,110.0|30.0|30.0|10.0
Japanese Foods,Yuzu Daikon Salad,Yuzu Daikon Salad (Japanese Foods),Daikon|Yuzu Juice|Sugar (table)|Salt,120.0|30.0|20.0|10.0
Japanese Foods,Garlic Spinach Saute,Garlic Spinach Saute (Japanese Foods),"Spinach, fresh or frozen, cooked|Garlic|Olive Oil",130.0|30.0|20.0
Japanese Foods,Cucumber Miso Slaw,Cucumber Miso Slaw (Japanese Foods),"Cucumber, sliced|Miso Paste|Rice Vinegar",130.0|20.0|20.0
Japanese Foods,Chilled Tomato Vinegar,Chilled Tomato Vinegar (Japanese Foods),Tomato|Rice Vinegar|Salt,140.0|30.0|10.0
Japanese Foods,Steamed Komatsuna & Daikon,Steamed Komatsuna & Daikon (Japanese Foods),Komatsuna|Daikon|Garlic|Salt,120.0|50.0|20.0|10.0
Japanese Foods,Grilled Eggplant with Yuzu,Grilled Eggplant with Yuzu (Japanese Foods),Eggplant|Yuzu Juice|Garlic,140.0|30.0|10.0
Japanese Foods,Okra Cucumber Salad,Okra Cucumber Salad (Japanese Foods),Okra|Cucumber|Rice Vinegar,90.0|70.0|10.0
Japanese Foods,Sweet Carrot Slaw,Sweet Carrot Slaw (Japanese Foods),Carrot|Sugar|Rice Vinegar,130.0|30.0|20.0
Japanese Foods,Tomato Cucumber Salad,Tomato Cucumber Salad (Japanese Foods),Tomato|Cucumber|Rice Vinegar,100.0|60.0|20.0
Japanese Foods,Cabbage Daikon Stir-Fry,Cabbage Daikon Stir-Fry (Japanese Foods),Cabbage|Daikon|Garlic|Soy Sauce,120.0|50.0|20.0|10.0
Japanese Foods,Daikon Spinach Rice Bowl,Daikon Spinach Rice Bowl (Japanese Foods),"Low-Protein Rice|Daikon|Spinach, fresh or frozen, cooked|Soy Sauce",130.0|40.0|20.0|10.0
Japanese Foods,Pickled Eggplant Salad,Pickled Eggplant Salad (Japanese Foods),"Eggplant, cooked|Rice Vinegar|Chili Flakes",130.0|40.0|10.0
Japanese Foods,Tomato Garlic Stir-Fry,Tomato Garlic Stir-Fry (Japanese Foods),Tomato|Garlic|Olive Oil,130.0|30.0|20.0
Japanese Foods,Okra Carrot Side Dish,Okra Carrot Side Dish (Japanese Foods),Okra|Carrot,110.0|50.0
Japanese Foods,Snow Peas Daikon Mix,Snow Peas Daikon Mix (Japanese Foods),Snow Peas|Daikon|Garlic|Soy Sauce,100.0|50.0|20.0|10.0
Japanese Foods,Kinpira Gobo,Kinpira Gobo (Japanese Foods),burdock root|carrot|mirin|sugar (table)|vegetable oil,80.0|60.0|15.0|10.0|10.0
Japanese Foods,Nasu Dengaku,Nasu Dengaku (Japanese Foods),"eggplant, cooked|miso substitute|sugar (table)|mirin|vegetable oil",120.0|20.0|10.0|5.0|5.0
Japanese Foods,Yaki Imo,Yaki Imo (Japanese Foods),Sweet Potatoes,150.0
Japanese Foods,Oshitashi,Oshitashi (Japanese Foods),canned greens|soy sauce|salt,100.0|15.0|5.0
Japanese Foods,Kabocha Nimono,Kabocha Nimono (Japanese Foods),kabocha|sugar (table)|soy sauce|water|salt,120.0|15.0|15.0|10.0|5.0
Japanese Foods,Umeboshi Rice,Umeboshi Rice (Japanese Foods),rice|umeboshi,140.0|10.0
Japanese Foods,Spiced Zucchini Slices,Spiced Zucchini Slices (Japanese Foods),Zucchini|Olive oil|Paprika|Salt,130.0|20.0|10.0|20.0
Japanese Foods,Lemon Pepper Bok Choy,Lemon Pepper Bok Choy (Japanese Foods),Baby bok choy|Lemon juice|Black pepper|Salt,120.0|15.0|5.0|10.0
Japanese Foods,Quick Pickled Carrots,Quick Pickled Carrots (Japanese Foods),Carrots|Rice vinegar|Sugar|Salt|Water,120.0|20.0|10.0|5.0|5.0
Japanese Foods,Daikon Citrus Salad,Daikon Citrus Salad (Japanese Foods),Daikon|Lime juice|Salt|Olive oil,120.0|30.0|10.0|10.0
Japanese Foods,Simple Tomato Salad,Simple Tomato Salad (Japanese Foods),Tomato|Olive oil|Salt,120.0|20.0|10.0
Japanese Foods,Sweet Pickled Radish,Sweet Pickled Radish (Japanese Foods),"Radish white icicle, sliced|Rice vinegar|Sugar|Salt",100.0|25.0|10.0|5.0
Japanese Foods,Charred Bell Pepper Mix,Charred Bell Pepper Mix (Japanese Foods),red Bell pepper|Olive oil|Garlic|Salt,120.0|20.0|10.0|10.0
Japanese Foods,Carrot Apple Slaw,Carrot Apple Slaw (Japanese Foods),Carrots|Green apple|Lemon juice|Salt,100.0|50.0|10.0|10.0
Japanese Foods,Warm Spinach Garlic Saut̩,Warm Spinach Garlic Saut̩ (Japanese Foods),"Spinach, fresh or frozen, cooked|Garlic|Olive oil",120.0|30.0|10.0
Japanese Foods,Steamed Kabocha,Steamed Kabocha (Japanese Foods),Kabocha|Water|Salt,130.0|20.0|10.0
Japanese Foods,Chili Vinegar Cucumber,Chili Vinegar Cucumber (Japanese Foods),"Cucumber, sliced|Rice vinegar|Chili flakes|Salt",100.0|25.0|10.0|5.0
Japanese Foods,Squash Stir-Fry,Squash Stir-Fry (Japanese Foods),squash|Olive oil|Garlic|Salt,130.0|30.0|10.0|10.0
Japanese Foods,Zesty Tomato Cucumber,Zesty Tomato Cucumber (Japanese Foods),"Tomato|Cucumber, sliced|Lemon juice|Salt",90.0|50.0|10.0|10.0
Japanese Foods,Garlic Daikon Stir-Fry,Garlic Daikon Stir-Fry (Japanese Foods),Daikon|Garlic|Olive oil,140.0|30.0|10.0
Japanese Foods,Roasted Sweet Kabocha,Roasted Sweet Kabocha (Japanese Foods),Kabocha|Maple syrup|Salt,120.0|20.0|10.0
Japanese Foods,Carrot Cucumber Salad,Carrot Cucumber Salad (Japanese Foods),Carrot|Cucumber|Rice vinegar|Salt,70.0|60.0|15.0|5.0
Japanese Foods,Pan-Seared Eggplant,Pan-Seared Eggplant (Japanese Foods),Eggplant|Olive oil|Salt,120.0|30.0|10.0
Japanese Foods,Simple Daikon Miso Soup,Simple Daikon Miso Soup (Japanese Foods),Daikon|miso substitute|Water|Salt,100.0|40.0|50.0|10.0
Japanese Foods,Cold Garlic Green Beans,Cold Garlic Green Beans (Japanese Foods),Green beans|Garlic|Olive oil,120.0|20.0|20.0
Japanese Foods,Quick Kabocha Pickles,Quick Kabocha Pickles (Japanese Foods),Kabocha|Rice vinegar|Sugar|Salt,120.0|30.0|10.0|10.0
Mediterranean Foods,Zucchini and mint salad,Zucchini and mint salad (Mediterranean Foods),Zucchini|Olive oil|Lemon|Mint|Salt|Garlic,15.0|10.0|10.0|5.0|1.0|2.0
Mediterranean Foods,Roasted bell pepper dip ,Roasted bell pepper dip  (Mediterranean Foods),Pepper|Olive oil|Lemon|Garlic|Salt|Paprika|Water,120.0|15.0|10.0|2.0|1.0|2.0|30.0
Mediterranean Foods,Tomato and cucumber salad,Tomato and cucumber salad (Mediterranean Foods),Tomato|Cucumber|Olive oil|Lemon|Parsley|Salt,120.0|100.0|10.0|10.0|8.0|2.0
Mediterranean Foods,Grilled eggplant with garlic and herbs ,Grilled eggplant with garlic and herbs  (Mediterranean Foods),Eggplant|Olive oil|Garlic|Lemon juice|Thyme|Salt|Water (soaking),150.0|20.0|5.0|10.0|5.0|2.0|28.0
Mediterranean Foods,Artichoke and lemon salad,Artichoke and lemon salad (Mediterranean Foods),Artichoke hearts|Lemon|Olive oil|Parsley|Salt|Water,120.0|15.0|10.0|10.0|1.0|24.0
Mediterranean Foods,Olive tapenade ,Olive tapenade  (Mediterranean Foods),Olives|Olive oil|Capers|Lemon|Garlic|Parsley|Salt|Water,100.0|25.0|10.0|10.0|2.0|8.0|1.0|4.0
Mediterranean Foods,Roasted carrots with cumin,Roasted carrots with cumin (Mediterranean Foods),Carrots|Olive oil|Lemon|Cumin powder|Garlic|Salt|Water,180.0|15.0|10.0|2.0|2.0|1.0|30.0
Mediterranean Foods,Herbed potato wedges,Herbed potato wedges (Mediterranean Foods),Potatoes|Olive oil|Rosemary|Garlic powder|Salt|Lemon juice,220.0|20.0|5.0|2.0|2.0|10.0
Mediterranean Foods,Marinated zucchini ribbons,Marinated zucchini ribbons (Mediterranean Foods),Zucchini|Olive oil|Lemon|Basil|Garlic|Salt|Water,140.0|10.0|10.0|5.0|2.0|1.0|22.0
Mediterranean Foods,Tomato and basil bruschetta topping,Tomato and basil bruschetta topping (Mediterranean Foods),Tomato|Olive oil|Basil|Garlic|Sal|Balsamic vinegar|Water,100.0|15.0|10.0|2.0|1.0|7.0|25.0
Mediterranean Foods,Fattoush Salad,Fattoush Salad (Mediterranean Foods),oregano|zucchini|honey|radish,87.0|80.0|111.0|118.0
Mediterranean Foods,Grilled Eggplant with Herbs,Grilled Eggplant with Herbs (Mediterranean Foods),watermelon|pumpkin|fig|arugula|garlic|grapes,89.0|42.0|28.0|47.0|21.0|88.0
Mediterranean Foods,Tomato Basil Salad,Tomato Basil Salad (Mediterranean Foods),tomato|grapes|basil|arugula|low-protein pasta,82.0|61.0|39.0|77.0|68.0
Mediterranean Foods,watermelon and mint skewers,watermelon and mint skewers (Mediterranean Foods),watermelon|mint|zucchini|cherry tomato|lemon juice,89.0|17.0|55.0|74.0|48.0
Mediterranean Foods,baked cinnamon apples,baked cinnamon apples (Mediterranean Foods),apple|cinnamon|maple syrup|fennel|date paste,83.0|6.0|58.0|84.0|95.0
Mediterranean Foods,polenta with roasted veggies,polenta with roasted veggies (Mediterranean Foods),polenta(low-protein)|eggplant|zucchini|garlic|pepper,60.0|79.0|52.0|58.0|47.0
Mediterranean Foods,zaalouk(moroccan eggplant dip),zaalouk(moroccan eggplant dip) (Mediterranean Foods),eggplant|tomato|olive oil|garlic|paprika|parsley,94.0|63.0|21.0|59.0|7.0|40.0
Mediterranean Foods,roasted garlic carrots,roasted garlic carrots (Mediterranean Foods),carrrot|garlic|olive oil|lemon|basil,103.0|47.0|18.0|56.0|48.0
Mediterranean Foods,chickpea-free hummus,chickpea-free hummus (Mediterranean Foods),cauliflower|garlic|lemon juice|olive oil|tahini|parsley|zucchini|tahini|lemon juice|garlic|olive oil,118.0|54.0|45.0|31.0|10.0|70.0|108.0|14.0|41.0|43.0|64.0
Mediterranean Foods,stewed zucchini and tomatoes,stewed zucchini and tomatoes (Mediterranean Foods),zucchini|tomato|garlic|onion|olive oil,102.0|87.0|41.0|37.0|36.0
Mediterranean Foods,lemon roasted potatoes,lemon roasted potatoes (Mediterranean Foods),potato|olive oil|lemon juice|garlic|oregano,102.0|87.0|41.0|46.0|67.0
Mediterranean Foods,bulgur-free tabbouleh,bulgur-free tabbouleh (Mediterranean Foods),low-protein rice|cucumber|parsley|tomato|lemon juice,78.0|57.0|41.0|61.0|55.0
Mediterranean Foods,sauteed spinach with garlic,sauteed spinach with garlic (Mediterranean Foods),spinach|garlic|olive oil|lemon juice|onion,113.0|59.0|19.0|38.0|34.0
Mediterranean Foods,avocado cucumber gazpacho,avocado cucumber gazpacho (Mediterranean Foods),avocado|cucumber|lemon juice|garlic|water,52.0|88.0|44.0|41.0|63.0
Mediterranean Foods,sweet date and fig bites,sweet date and fig bites (Mediterranean Foods),date paste|fig|cinnamon|maple syrup|orange,113.0|91.0|6.0|43.0|40.0
Mediterranean Foods,low-protein pasta with olive oil and basil,low-protein pasta with olive oil and basil (Mediterranean Foods),low-protein pasta|olive oil|basil|garlic|tomato,112.0|23.0|36.0|41.0|85.0
Mediterranean Foods,roasted cauliflower with paprika,roasted cauliflower with paprika (Mediterranean Foods),cauliflower|paprika|olive oil|lemon juice|onion|zucchini,108.0|6.0|22.0|41.0|53.0|48.0
Mediterranean Foods,grilled peach with balsamic,grilled peach with balsamic (Mediterranean Foods),peach|balsamic vinegar|mint|olive oil|arugula,103.0|21.0|12.0|19.0|90.0
Mediterranean Foods,apple and pomegranate salad,apple and pomegranate salad (Mediterranean Foods),apple|pomegranate|lettuce|lemon juice|olive oil|mint,88.0|42.0|54.0|41.0|25.0|25.0
Mediterranean Foods,minted melon bowl,minted melon bowl (Mediterranean Foods),melon|mint|lemon juice|watermelon,120.0|22.0|44.0|74.0
Mediterranean Foods,orange cinnamon compote,orange cinnamon compote (Mediterranean Foods),orange|cinnamon|sugar|water|date paste,96.0|6.0|34.0|47.0|66.0
Mediterranean Foods,cinnamon roasted pears,cinnamon roasted pears (Mediterranean Foods),pear|cinnamon|maple syrup|olive oil|fennel,114.0|7.0|52.0|18.0|70.0
Mediterranean Foods,sauteed green beans with lemon zest,sauteed green beans with lemon zest (Mediterranean Foods),green beans|lemon|olive oil|garlic|tomato,101.0|7.0|19.0|44.0|98.0
Mediterranean Foods,roasted fennel with citrus glaze,roasted fennel with citrus glaze (Mediterranean Foods),fennel|orange|olive oil|maple syrup|lemon zest,111.0|63.0|22.0|41.0|45.0
Mediterranean Foods,garlic lemon roasted bell peppers,garlic lemon roasted bell peppers (Mediterranean Foods),peppers|garlic|olive oil|lemon juice|basil,113.0|51.0|27.0|49.0|33.0
Mediterranean Foods,cucumber and tomato olive salad,cucumber and tomato olive salad (Mediterranean Foods),cucumber|tomato|olive oil|lemon juice|olives|parsley,68.0|74.0|21.0|47.0|25.0|50.0
Mediterranean Foods,roasted vegetable stack,roasted vegetable stack (Mediterranean Foods),eggplant|zucchini|tomato|olive oil|garlic|basil,63.0|55.0|76.0|23.0|47.0|33.0
Mediterranean Foods,melon and cucumber salad with mint,melon and cucumber salad with mint (Mediterranean Foods),melon|cucumber|mint|lemon juice|olive oil,97.0|77.0|27.0|34.0|23.0
Mediterranean Foods,baked apples with pomegranate drizzle,baked apples with pomegranate drizzle (Mediterranean Foods),apple|pomegranate|cinnamon|maple syrup|date paste,101.0|54.0|5.0|53.0|62.0
Mediterranean Foods,mediterranean beet salad,mediterranean beet salad (Mediterranean Foods),beet|orange|lemon|olive oil|mint,102.0|65.0|44.0|21.0|31.0
Mediterranean Foods,eggplant with tomato garlic sauce,eggplant with tomato garlic sauce (Mediterranean Foods),eggplant|tomato|garlic|olive oil|basil,96.0|88.0|53.0|24.0|47.0
Mediterranean Foods,citrus herb carrot ribbons,citrus herb carrot ribbons (Mediterranean Foods),carrot|orange|olive oil|parsley|lemon,117.0|61.0|19.0|36.0|39.0
Mediterranean Foods,grilled zucchini and tomato platter,grilled zucchini and tomato platter (Mediterranean Foods),zucchini|tomato|olive oil|garlic|basil,104.0|84.0|22.0|49.0|32.0
Mediterranean Foods,chilled tomato and watermelon soup,chilled tomato and watermelon soup (Mediterranean Foods),tomato|watermelon|cucumber|lemon juice|mint,98.0|86.0|44.0|39.0|29.0
Mediterranean Foods,olive oil roasted turnips,olive oil roasted turnips (Mediterranean Foods),turnip|olive oil|garlic|lemon juice|thyme,116.0|21.0|44.0|38.0|55.0
Mediterranean Foods,date and coconut rolls,date and coconut rolls (Mediterranean Foods),date paste|coconut|cinnamon|orange|maple syrup,121.0|53.0|6.0|41.0|30.0
Mediterranean Foods,baked zucchini fries,baked zucchini fries (Mediterranean Foods),zucchini|olive oil|garlic powder|lemon|rice flour|paprika,102.0|19.0|6.0|38.0|45.0|57.0
Mediterranean Foods,apricot and orange salad,apricot and orange salad (Mediterranean Foods),apricot|orange|mint|lemon|maple syrup,65.0|67.0|29.0|38.0|56.0
Mediterranean Foods,carrot and orange smoothie,carrot and orange smoothie (Mediterranean Foods),carrot|orange|date paste|water,96.0|84.0|52.0|59.0
Mediterranean Foods,grilled eggplant with lemon tahini,grilled eggplant with lemon tahini (Mediterranean Foods),eggplant|tahini|lemon juice|olive oil|garlic|parsley,103.0|14.0|51.0|22.0|46.0|61.0
Mediterranean Foods,lemon herb roasted artichokes ,lemon herb roasted artichokes  (Mediterranean Foods),artichoke|lemon juice|olive oil|garlic|thyme,111.0|53.0|21.0|42.0|58.0
Mediterranean Foods,fresh fig and mint salad,fresh fig and mint salad (Mediterranean Foods),fig|mint|lemon juice|arugula|olive oil,103.0|36.0|44.0|56.0|30.0
Mediterranean Foods,roasted red pepper puree,roasted red pepper puree (Mediterranean Foods),pepper|garlic|olive oil|lemon|basil,118.0|47.0|21.0|39.0|35.0
Mediterranean Foods,stewed zucchini with tomato,stewed zucchini with tomato (Mediterranean Foods),zucchini|tomato|onion|olive oil|garlic|zucchini|tomato|onion|olive oil|garlic,113.0|83.0|49.0|21.0|22.0|113.0|83.0|49.0|21.0|22.0
Mediterranean Foods,grape and mint fruit bowl,grape and mint fruit bowl (Mediterranean Foods),grapes|mint|lemon juice|red grapes|mint|lemon juice,198.0|25.0|40.0|96.0|25.0|40.0
Mediterranean Foods,olive oil and lemon roasted carrots,olive oil and lemon roasted carrots (Mediterranean Foods),carrots|olive oil|lemon juice|parsley|garlic|olive oil|lemon juice|parsley|garlic,117.0|22.0|44.0|47.0|46.0|22.0|44.0|47.0|46.0
Mediterranean Foods,chilled citrus melon soup,chilled citrus melon soup (Mediterranean Foods),melon|orange|lemon|mint|water|melon|orange|lemon|mint|water,116.0|71.0|49.0|24.0|33.0|116.0|71.0|49.0|24.0|33.0
Mediterranean Foods,cinnamon date pudding,cinnamon date pudding (Mediterranean Foods),date paste|rice milk|cinnamon|cornstarch|maple syrup|date paste|rice milk|cinnamon|cornstarch|maple syrup,109.0|83.0|6.0|43.0|48.0|109.0|83.0|6.0|43.0|48.0
Mediterranean Foods,grilled fennel and orange salad,grilled fennel and orange salad (Mediterranean Foods),fennel|orange|olive oil|lemon juice|dill,103.0|89.0|28.0|34.0|24.0
Mediterranean Foods,cucumber yogurt dip,cucumber yogurt dip (Mediterranean Foods),cucumber|rice yogurt|mint|lemon juice|garlic,88.0|91.0|23.0|34.0|39.0
Mediterranean Foods,lemony lentil-free tabbouleh,lemony lentil-free tabbouleh (Mediterranean Foods),cauliflower rice|parsley|tomato|cucumber|lemon juice,97.0|64.0|52.0|47.0|36.0
Mediterranean Foods,roasted fig and walnut bites,roasted fig and walnut bites (Mediterranean Foods),fig|walnut|maple syrup|cinnamon|lemon zest,107.0|18.0|43.0|7.0|31.0
Mediterranean Foods,garlic saut̩ed greens,garlic saut̩ed greens (Mediterranean Foods),spinach|olive oil|garlic|lemon juice|chard,92.0|26.0|33.0|31.0|78.0
Mediterranean Foods,baked spiced apple slices,baked spiced apple slices (Mediterranean Foods),apple|cinnamon|maple syrup|lemon juice|clove,111.0|7.0|46.0|39.0|16.0
Mediterranean Foods,beet and orange salad,beet and orange salad (Mediterranean Foods),beet|orange|olive oil|mint|lemon juice,103.0|89.0|29.0|33.0|33.0
Mediterranean Foods,roasted zucchini boats,roasted zucchini boats (Mediterranean Foods),zucchini|tomato|olive oil|basil|garlic,121.0|84.0|26.0|34.0|27.0
Mediterranean Foods,date and almond energy bites,date and almond energy bites (Mediterranean Foods),date paste|almond|coconut|maple syrup|cinnamon,101.0|16.0|39.0|49.0|60.0
Mediterranean Foods,lemon basil quinoa-free pilaf,lemon basil quinoa-free pilaf (Mediterranean Foods),cauliflower rice|basil|olive oil|lemon juice|garlic,113.0|47.0|28.0|42.0|40.0
Mediterranean Foods,baba ghanoush-style eggplant mash,baba ghanoush-style eggplant mash (Mediterranean Foods),eggplant|olive oil|lemon juice|garlic|parsley,116.0|31.0|38.0|48.0|43.0
Mediterranean Foods,grilled peach and mint salad,grilled peach and mint salad (Mediterranean Foods),peach|mint|lemon juice|olive oil|arugula,109.0|33.0|47.0|33.0|61.0
Mediterranean Foods,stuffed grape leaves (no rice),stuffed grape leaves (no rice) (Mediterranean Foods),cabbage|cauliflower rice|lemon juice|olive oil|dill,99.0|93.0|34.0|29.0|36.0
Mediterranean Foods,carrot and date salad,carrot and date salad (Mediterranean Foods),carrot|date|lemon juice|mint|olive oil,104.0|91.0|38.0|27.0|20.0
Mediterranean Foods,fig and olive tapenade,fig and olive tapenade (Mediterranean Foods),fig|olives|olive oil|garlic|lemon juice,97.0|22.0|29.0|41.0|79.0
Mexican Foods,Corn and Veggie Tacos,Corn and Veggie Tacos (Mexican Foods),"Corn Tortilla (6"" diameter)|Zucchini|red bell peppers|Onions, cooked|Avocados, all varieties, mashed|Lemon juice|cilantro|Olive Oil",28.0|40.0|30.0|20.0|15.0|5.0|2.0|5.0
Mexican Foods,Chilled Avocado Cucumber Soup,Chilled Avocado Cucumber Soup (Mexican Foods),"Avocados, all varieties, mashed|Cucumber, sliced|Coconut milk|Lemon juice|Olive Oil|cilantro|Salt",25.0|100.0|50.0|10.0|5.0|2.0|1.0
Mexican Foods,Mexican Street Corn Salad,Mexican Street Corn Salad (Mexican Foods),Corn|Mayonaise|Lemon juice|paprika|cilantro,60.0|20.0|10.0|1.0|2.0
Mexican Foods,Stuffed Bell peppers,Stuffed Bell peppers (Mexican Foods),"red bell peppers|Cauliflower, cooked|Zucchini|Tomato, whole|Olive Oil|Onions, cooked",80.0|50.0|30.0|20.0|5.0|10.0
Mexican Foods,Jicama Tostadas with Mango Salsa,Jicama Tostadas with Mango Salsa (Mexican Foods),"Jicama slices, raw|Mangoes, sliced|Tomato, whole|Onions, raw|cilantro|Lemon juice|Olive Oil",60.0|30.0|20.0|10.0|2.0|5.0|3.0
Mexican Foods,Chayote Squash Salad with Lime and Chili,Chayote Squash Salad with Lime and Chili (Mexican Foods),"Chayote, cooked|Lemon juice|Olive Oil|paprika|Salt",100.0|10.0|5.0|1.0|1.0
Mexican Foods,Taco Lettuce Wraps with Spiced Veggies,Taco Lettuce Wraps with Spiced Veggies (Mexican Foods),"Romaine and cos lettuce, raw|Zucchini|green bell peppers|Onions, cooked|Tomato, whole|Avocados, all varieties, mashed|Olive Oil|Salt",40.0|30.0|30.0|20.0|15.0|10.0|5.0|2.0
Mexican Foods,Cactus and Tomato Salad,Cactus and Tomato Salad (Mexican Foods),"Nopales, cooked, chopped|Tomato, whole|Onions, raw|Lemon juice|Olive Oil|Cilantro",80.0|30.0|10.0|10.0|5.0|2.0
Mexican Foods,Sweet Potato Tacos with Paprika Aioli,Sweet Potato Tacos with Paprika Aioli (Mexican Foods),"Corn Tortilla (6"" diameter)|Sweet Potatoes|Red cabbage, raw|Avocados, all varieties, mashed|Vegan Aioli|Lemon juice",28.0|60.0|20.0|15.0|10.0|3.0
Mexican Foods,Garlic and Roasted Plantains with Cilantro Dip,Garlic and Roasted Plantains with Cilantro Dip (Mexican Foods),"Plantains, cooked|Olive Oil|garlic powder|coconut cream|Lemon juice|Cilantro",80.0|5.0|1.0|20.0|5.0|2.0
Mexican Foods,Roasted Chili-Lime Carrots,Roasted Chili-Lime Carrots (Mexican Foods),Carrots|Olive Oil|Lemon juice|paprika|Cumin,100.0|5.0|5.0|1.0|0.5
Mexican Foods,Tomatillo Salsa Verde,Tomatillo Salsa Verde (Mexican Foods),"Tomatillos (boiled)|Onions, raw|jalapeno|Lemon juice|Cilantro|Salt",80.0|15.0|5.0|5.0|3.0|1.0
Mexican Foods,Lettuce Wrapped Veggie Tacos with Pineapple Slaw,Lettuce Wrapped Veggie Tacos with Pineapple Slaw (Mexican Foods),"Romaine and cos lettuce, raw|Pineapple diced|Red cabbage, raw|Carrots|red bell peppers|Lemon juice|Olive Oil",40.0|30.0|20.0|15.0|20.0|5.0|5.0
Mexican Foods,Sweet Corn and Pepper Hash,Sweet Corn and Pepper Hash (Mexican Foods),"Corn|red bell peppers|Onions, raw|Olive Oil|Paprika",60.0|30.0|20.0|5.0|1.0
Mexican Foods,Mexican Mashed Sweet Potato,Mexican Mashed Sweet Potato (Mexican Foods),Sweet Potatoes|Lemon juice|Olive Oil|garlic powder|Paprika,100.0|5.0|5.0|1.0|0.5
Mexican Foods,Agua Fresca,Agua Fresca (Mexican Foods),"Watermelon, cubed|Water|Lemon juice",150.0|100.0|10.0
Mexican Foods,Cucumber-Chili Snack Cups,Cucumber-Chili Snack Cups (Mexican Foods),"Cucumber, sliced|Lemon juice|Paprika|Salt",100.0|10.0|1.0|1.0
Mexican Foods,Crispy Potato Tacos,Crispy Potato Tacos (Mexican Foods),"Corn Tortilla (6"" diameter)|Potatoes|Olive Oil|garlic powder|Romaine and cos lettuce, raw",28.0|70.0|5.0|1.0|15.0
Mexican Foods,Mango-Cucumber Lime Salad,Mango-Cucumber Lime Salad (Mexican Foods),"Mangoes, sliced|Cucumber, sliced|Lemon juice|paprika|cilantro",50.0|60.0|10.0|1.0|2.0
Mexican Foods,Low-Protein Breakfast Burrito,Low-Protein Breakfast Burrito (Mexican Foods),"Corn Tortilla (6"" diameter)|Plantains, cooked|Avocados, all varieties, mashed|Tomato, whole|Olive Oil|Cinnamon",28.0|50.0|15.0|20.0|5.0|1.0
Mexican Foods,Pickled Vegetable Mix,Pickled Vegetable Mix (Mexican Foods),"Carrots|jalapeno|Cauliflower, raw|Vinegar/oil dressing|Water|Salt",40.0|10.0|30.0|20.0|20.0|2.0
Mexican Foods,Grilled Corn with Lime and Cilantro,Grilled Corn with Lime and Cilantro (Mexican Foods),Corn|Lemon juice|Olive Oil|cilantro|paprika,70.0|10.0|5.0|2.0|1.0
Mexican Foods,Refried Zucchini,Refried Zucchini (Mexican Foods),"Zucchini|Olive Oil|Onions, cooked|garlic powder|Cumin|Salt",100.0|5.0|10.0|1.0|1.0|1.0
Scottish-Irish Foods,Scottish Neeps & Tatties,Scottish Neeps & Tatties (Scottish-Irish Foods),"raw turnip|Potatoes|butter, stick|Chives",150.0|200.0|20.0|5.0
Scottish-Irish Foods,Irish Colcannon (PKU-friendly),Irish Colcannon (PKU-friendly) (Scottish-Irish Foods),"Potatoes|Green Cabbage|butter, stick|Spring onions|Oat milk",250.0|100.0|20.0|30.0|50.0
Scottish-Irish Foods,Leek & Potatoes Soup,Leek & Potatoes Soup (Scottish-Irish Foods),"Leek|Potatoes|butter, stick|Vegetable broth|Parsley",120.0|180.0|15.0|400.0|5.0
Scottish-Irish Foods,Scottish Oatcakes (Low-Protein Mix),Scottish Oatcakes (Low-Protein Mix) (Scottish-Irish Foods),"flour|butter, stick|Oat fiber|Water|Salt",150.0|50.0|15.0|50.0|3.0
Scottish-Irish Foods,Irish Root Veggie Stew,Irish Root Veggie Stew (Scottish-Irish Foods),"Carrots|Parsnip, raw|Potatoes|Onion|Vegetable broth",100.0|100.0|150.0|80.0|500.0
Scottish-Irish Foods,Scottish Raspberry Cranachan,Scottish Raspberry Cranachan (Scottish-Irish Foods),oat|Coconut cream|raspberries raw|Maple syrup|Lemon zest,50.0|100.0|80.0|20.0|3.0
Scottish-Irish Foods,Irish Apple Mash,Irish Apple Mash (Scottish-Irish Foods),"Green apple|Potatoes|butter, stick|Oat milk",150.0|200.0|20.0|40.0
Scottish-Irish Foods,Irish Carrots & Ginger Soup,Irish Carrots & Ginger Soup (Scottish-Irish Foods),"Carrots|Onion|Raw Ginger (Fresh)|vegetable broth|butter, stick",200.0|80.0|10.0|500.0|15.0
Scottish-Irish Foods,Sweet Leek Mash,Sweet Leek Mash (Scottish-Irish Foods),"Leek|Potatoes|butter, stick|Oat milk",150.0|200.0|20.0|50.0
Scottish-Irish Foods,Irish Vegetable Boxty,Irish Vegetable Boxty (Scottish-Irish Foods),"Potatoes|Carrots|flour|butter, stick",200.0|100.0|50.0|20.0
Scottish-Irish Foods,Scottish Barley-Free Veggie Broth,Scottish Barley-Free Veggie Broth (Scottish-Irish Foods),Leek|Carrots|raw turnip|Vegetable broth|Parsley,100.0|100.0|100.0|130.0|10.0
Scottish-Irish Foods,Irish Honey-Glazed Carrotss,Irish Honey-Glazed Carrotss (Scottish-Irish Foods),"Carrots|Honey|butter, stick|Thyme Fresh|Lemon juice",200.0|30.0|20.0|5.0|35.0
